"location","iso_code","continent","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million"
"Ireland","IRL","Europe",2021-03-23,709348,515800,193548,18899,10998,14.37,10.45,3.92,2227
"Israel","ISR","Asia",2021-03-23,9812139,5194638,4617501,9711,45931,113.36,60.02,53.35,5307
"Italy","ITA","Europe",2021-03-23,8332609,5692223,2640386,219985,173288,13.78,9.41,4.37,2866
"Japan","JPN","Asia",2021-03-23,699126,667370,31756,46428,48562,0.55,0.53,0.03,384
"Latvia","LVA","Europe",2021-03-23,111043,91483,19560,5428,1371,5.89,4.85,1.04,727
"Lebanon","LBN","Asia",2021-03-23,158018,102363,55655,9899,6122,2.32,1.5,0.82,897
"Lithuania","LTU","Europe",2021-03-23,422755,290579,132176,12826,7117,15.53,10.67,4.86,2614
"Luxembourg","LUX","Europe",2021-03-23,77997,59310,18687,2465,1990,12.46,9.47,2.99,3179
"Malaysia","MYS","Asia",2021-03-23,481989,429868,52121,29070,19354,1.49,1.33,0.16,598
"Malta","MLT","Europe",2021-03-23,155678,109538,46140,4781,3545,35.26,24.81,10.45,8029
"Morocco","MAR","Africa",2021-03-23,6858400,4265196,2593204,76897,94431,18.58,11.56,7.03,2558
"Norway","NOR","Europe",2021-03-23,787703,522868,264835,14046,10153,14.53,9.64,4.89,1873
"Paraguay","PRY","Americas",2021-03-23,18874,17369,1505,4140,832,0.26,0.24,0.02,117
"Peru","PER","Americas",2021-03-23,832617,550730,281887,16234,25577,2.53,1.67,0.85,776
"Poland","POL","Europe",2021-03-23,5193835,3385827,1808008,115907,83987,13.72,8.95,4.78,2219
"Portugal","PRT","Europe",2021-03-23,1432045,953056,478989,17726,29104,14.04,9.35,4.7,2854
"Romania","ROU","Europe",2021-03-23,2626770,1800681,826089,58662,50949,13.65,9.36,4.29,2648
"San Marino","SMR","Europe",2021-03-23,9084,8578,506,531,428,26.77,25.28,1.49,12611
"Serbia","SRB","Europe",2021-03-23,2206821,1330385,876436,27891,22060,32.43,19.55,12.88,3242
"Singapore","SGP","Asia",2021-03-23,1109000,799000,310000,37092,39522,18.96,13.66,5.3,6756
"Slovakia","SVK","Europe",2021-03-23,840859,593578,247281,22298,19688,15.4,10.87,4.53,3606
"Slovenia","SVN","Europe",2021-03-23,297772,192771,105001,4240,4751,14.32,9.27,5.05,2285
"South Korea","KOR","Asia",2021-03-23,705110,703612,1498,23667,11911,1.38,1.37,0,232
"Spain","ESP","Europe",2021-03-23,6409196,4252598,2156598,87288,95283,13.71,9.1,4.61,2038
"Switzerland","CHE","Europe",2021-03-23,1283242,803191,480051,17636,21915,14.83,9.28,5.55,2532
"Turkey","TUR","Asia",2021-03-23,13589167,8091685,5497482,323215,270410,16.11,9.59,6.52,3206
"Ukraine","UKR","Europe",2021-03-23,155587,155586,1,33658,11170,0.36,0.36,0,255
"United Kingdom","GBR","Europe",2021-03-23,31186362,28653523,2532839,494805,593384,45.94,42.21,3.73,8741
"United States","USA","Americas",2021-03-23,128217029,83930495,45533962,1707293,2497025,38.34,25.1,13.61,7466
"Zimbabwe","ZWE","Africa",2021-03-23,45197,44135,1062,1623,807,0.3,0.3,0.01,54
"Argentina","ARG","Americas",2021-03-22,3142444,2535054,607390,22616,105464,6.95,5.61,1.34,2333
"Austria","AUT","Europe",2021-03-22,1349401,1014721,334680,15570,32321,14.98,11.27,3.72,3589
"Bahrain","BHR","Asia",2021-03-22,667155,428240,238915,13919,14337,39.21,25.17,14.04,8426
"Belgium","BEL","Europe",2021-03-22,1521767,1058823,462944,31767,40675,13.13,9.14,3.99,3510
"Bolivia","BOL","Americas",2021-03-22,180187,151952,28235,11710,5482,1.54,1.3,0.24,470
"Brazil","BRA","Americas",2021-03-22,14116560,10609471,3507089,554384,317286,6.64,4.99,1.65,1493
"Bulgaria","BGR","Europe",2021-03-22,376370,302517,73853,7465,4952,5.42,4.35,1.06,713
"Cambodia","KHM","Asia",2021-03-22,475703,328401,147302,11831,18510,2.85,1.96,0.88,1107
"Canada","CAN","Americas",2021-03-22,4100558,3467046,633512,146273,135608,10.86,9.19,1.68,3593
"Chile","CHL","Americas",2021-03-22,8758655,5757362,3001293,268216,244531,45.82,30.12,15.7,12792
"Colombia","COL","Americas",2021-03-22,1238259,1177935,60324,23251,46328,2.43,2.31,0.12,910
"Czechia","CZE","Europe",2021-03-22,1391979,1018399,373580,36303,36385,13,9.51,3.49,3398
"Denmark","DNK","Europe",2021-03-22,964961,640607,324354,11956,15329,16.66,11.06,5.6,2646
"Estonia","EST","Europe",2021-03-22,224511,167488,57023,1345,4758,16.92,12.63,4.3,3587
"Finland","FIN","Europe",2021-03-22,821334,733798,87536,1680,19650,14.82,13.24,1.58,3546
"France","FRA","Europe",2021-03-22,8834678,6370705,2463973,205602,183223,12.96,9.35,3.62,2689
"Germany","DEU","Europe",2021-03-22,11299791,7833523,3466268,264519,209507,13.49,9.35,4.14,2501
"Gibraltar","GIB","Europe",2021-03-22,53171,30119,23052,0,852,157.82,89.4,68.42,25289
"Hong Kong","HKG","Asia",2021-03-22,379667,379617,50,25253,24799,5.06,5.06,0,3308
"Hungary","HUN","Europe",2021-03-22,2118256,1636436,481820,49266,53097,21.93,16.94,4.99,5496
"India","IND","Asia",2021-03-22,48494594,40631153,7863441,3428596,2221023,3.51,2.94,0.57,1609
"Indonesia","IDN","Asia",2021-03-22,8226632,5732210,2494422,346751,355283,3.01,2.1,0.91,1299
"Ireland","IRL","Europe",2021-03-22,690449,503796,186653,10434,9981,13.98,10.2,3.78,2021
"Israel","ISR","Asia",2021-03-22,9802428,5192068,4610360,53450,57383,113.25,59.99,53.26,6630
"Italy","ITA","Europe",2021-03-22,8112624,5542705,2569919,190292,161798,13.42,9.17,4.25,2676
"Lebanon","LBN","Asia",2021-03-22,148119,98022,50097,9699,6199,2.17,1.44,0.73,908
"Lithuania","LTU","Europe",2021-03-22,409929,283425,126504,8202,6740,15.06,10.41,4.65,2476
"Luxembourg","LUX","Europe",2021-03-22,75532,57406,18126,1277,2135,12.07,9.17,2.9,3411
"Malaysia","MYS","Asia",2021-03-22,452919,422058,30861,24209,18798,1.4,1.3,0.1,581
"Malta","MLT","Europe",2021-03-22,150897,105611,45286,4963,3517,34.18,23.92,10.26,7965
"Mexico","MEX","Americas",2021-03-22,5781359,5046896,734463,169068,196679,4.48,3.91,0.57,1525
"Norway","NOR","Europe",2021-03-22,773657,509775,263882,1589,9043,14.27,9.4,4.87,1668
"Peru","PER","Americas",2021-03-22,816383,540926,275457,14915,29034,2.48,1.64,0.84,881
"Poland","POL","Europe",2021-03-22,5077928,3289482,1788446,51746,74410,13.42,8.69,4.73,1966
"Portugal","PRT","Europe",2021-03-22,1414319,942962,471357,30855,30139,13.87,9.25,4.62,2956
"Romania","ROU","Europe",2021-03-22,2568108,1769379,798729,46596,51138,13.35,9.2,4.15,2658
"Serbia","SRB","Europe",2021-03-22,2178930,1313912,865018,9068,19802,32.02,19.31,12.71,2910
"Slovakia","SVK","Europe",2021-03-22,818561,575802,242759,21381,19224,14.99,10.55,4.45,3521
"Slovenia","SVN","Europe",2021-03-22,293532,188843,104689,1127,4295,14.12,9.08,5.04,2066
"South Korea","KOR","Asia",2021-03-22,681443,680560,883,4243,11328,1.33,1.33,0,221
"Switzerland","CHE","Europe",2021-03-22,1265606,793079,472527,15482,21536,14.62,9.16,5.46,2488
"Turkey","TUR","Asia",2021-03-22,13265952,8045789,5220163,208230,286334,15.73,9.54,6.19,3395
"Ukraine","UKR","Europe",2021-03-22,121929,121928,1,10904,8549,0.28,0.28,0,195
"United Kingdom","GBR","Europe",2021-03-22,30691557,28327873,2363684,412197,598286,45.21,41.73,3.48,8813
"United States","USA","Americas",2021-03-22,126509736,82772416,44910946,2028324,2489697,37.83,24.75,13.43,7444
"Zimbabwe","ZWE","Africa",2021-03-22,43574,43294,280,845,845,0.29,0.29,0,57
"Argentina","ARG","Americas",2021-03-21,3119828,2514480,605348,55964,105486,6.9,5.56,1.34,2334
"Austria","AUT","Europe",2021-03-21,1333831,1001622,332209,15352,33039,14.81,11.12,3.69,3668
"Bahrain","BHR","Asia",2021-03-21,653236,417364,235872,13132,14577,38.39,24.53,13.86,8567
"Belgium","BEL","Europe",2021-03-21,1490000,1032148,457852,896,40439,12.86,8.91,3.95,3489
"Bolivia","BOL","Americas",2021-03-21,168477,148975,19502,1317,4323,1.44,1.28,0.17,370
"Brazil","BRA","Americas",2021-03-21,13562176,10168973,3393203,83011,305644,6.38,4.78,1.6,1438
"Bulgaria","BGR","Europe",2021-03-21,368905,297681,71224,2358,4289,5.31,4.28,1.03,617
"Cambodia","KHM","Asia",2021-03-21,463872,323689,140183,7369,18139,2.77,1.94,0.84,1085
"Canada","CAN","Americas",2021-03-21,3954285,3324329,629956,91600,132517,10.48,8.81,1.67,3511
"Chile","CHL","Americas",2021-03-21,8490439,5611041,2879398,4151,267610,44.41,29.35,15.06,13999
"Colombia","COL","Americas",2021-03-21,1215008,1157159,57849,32910,53115,2.39,2.27,0.11,1044
"Czechia","CZE","Europe",2021-03-21,1355676,994429,361247,8833,36418,12.66,9.29,3.37,3401
"Denmark","DNK","Europe",2021-03-21,953005,636495,316510,9616,15450,16.45,10.99,5.46,2667
"Estonia","EST","Europe",2021-03-21,223166,166163,57003,2284,5322,16.82,12.53,4.3,4012
"Finland","FIN","Europe",2021-03-21,819654,732121,87533,7615,19530,14.79,13.21,1.58,3525
"France","FRA","Europe",2021-03-21,8629076,6199118,2429958,55525,181354,12.66,9.1,3.57,2661
"Germany","DEU","Europe",2021-03-21,11035272,7645950,3389322,165457,207034,13.17,9.13,4.05,2471
"Gibraltar","GIB","Europe",2021-03-21,53171,30119,23052,840,1005,157.82,89.4,68.42,29830
"Hong Kong","HKG","Asia",2021-03-21,354414,354407,7,23821,23386,4.73,4.73,0,3119
"Hungary","HUN","Europe",2021-03-21,2068990,1589601,479389,30857,47919,21.42,16.45,4.96,4960
"India","IND","Asia",2021-03-21,45065998,37574302,7491696,462157,2165423,3.27,2.72,0.54,1569
"Indonesia","IDN","Asia",2021-03-21,7879881,5567280,2312601,44524,342791,2.88,2.04,0.85,1253
"Ireland","IRL","Europe",2021-03-21,680015,495824,184191,4069,8995,13.77,10.04,3.73,1822
"Israel","ISR","Asia",2021-03-21,9748978,5178881,4570097,53274,63734,112.63,59.83,52.8,7363
"Italy","ITA","Europe",2021-03-21,7922332,5417078,2505254,128997,158916,13.1,8.96,4.14,2628
"Lebanon","LBN","Asia",2021-03-21,138420,93801,44619,3071,5234,2.03,1.37,0.65,767
"Lithuania","LTU","Europe",2021-03-21,401727,276577,125150,32,6707,14.76,10.16,4.6,2464
"Malaysia","MYS","Asia",2021-03-21,428710,412342,16368,15456,18144,1.32,1.27,0.05,561
"Malta","MLT","Europe",2021-03-21,145934,101451,44483,2765,3367,33.05,22.98,10.07,7626
"Mexico","MEX","Americas",2021-03-21,5612291,4895523,716768,153277,181766,4.35,3.8,0.56,1410
"Norway","NOR","Europe",2021-03-21,772068,508271,263797,255,8893,14.24,9.38,4.87,1640
"Peru","PER","Americas",2021-03-21,801468,533823,267645,1681,32599,2.43,1.62,0.81,989
"Poland","POL","Europe",2021-03-21,5026182,3242462,1783720,12015,70771,13.28,8.57,4.71,1870
"Portugal","PRT","Europe",2021-03-21,1383464,924578,458886,23065,27391,13.57,9.07,4.5,2686
"Romania","ROU","Europe",2021-03-21,2521512,1746105,775407,44417,51564,13.11,9.08,4.03,2680
"Russia","RUS","Europe",2021-03-21,8362575,5611139,2751436,56077,94812,5.73,3.84,1.89,650
"Serbia","SRB","Europe",2021-03-21,2169862,1308036,861826,6269,23173,31.89,19.22,12.67,3405
"Slovakia","SVK","Europe",2021-03-21,797180,557669,239511,16080,18670,14.6,10.21,4.39,3420
"Slovenia","SVN","Europe",2021-03-21,292405,187725,104680,0,4366,14.07,9.03,5.04,2100
"South Korea","KOR","Asia",2021-03-21,677200,676607,593,300,12606,1.32,1.32,0,246
"Switzerland","CHE","Europe",2021-03-21,1250124,784746,465378,38515,21277,14.44,9.07,5.38,2458
"Turkey","TUR","Asia",2021-03-21,13057722,8017698,5040024,27968,295090,15.48,9.51,5.98,3499
"Ukraine","UKR","Europe",2021-03-21,111025,111024,1,2715,8267,0.25,0.25,0,189
"United Kingdom","GBR","Europe",2021-03-21,30279360,27997976,2281384,419618,602266,44.6,41.24,3.36,8872
"United States","USA","Americas",2021-03-21,124481412,81415769,44141228,3039915,2488734,37.22,24.34,13.2,7441
"Argentina","ARG","Americas",2021-03-20,3063864,2472426,591438,124500,109875,6.78,5.47,1.31,2431
"Austria","AUT","Europe",2021-03-20,1318479,990077,328402,46676,35066,14.64,10.99,3.65,3893
"Bahrain","BHR","Asia",2021-03-20,640104,407322,232782,13353,15068,37.62,23.94,13.68,8855
"Belgium","BEL","Europe",2021-03-20,1489104,1031763,457341,21338,40497,12.85,8.9,3.95,3494
"Bolivia","BOL","Americas",2021-03-20,167160,148588,18572,2176,4196,1.43,1.27,0.16,359
"Brazil","BRA","Americas",2021-03-20,13479165,10099070,3380095,143437,302425,6.34,4.75,1.59,1423
"Bulgaria","BGR","Europe",2021-03-20,366547,295794,70753,3826,4092,5.28,4.26,1.02,589
"Cambodia","KHM","Asia",2021-03-20,456503,322021,134482,14863,18465,2.73,1.93,0.8,1104
"Canada","CAN","Americas",2021-03-20,3862685,3236471,626214,133373,132668,10.23,8.58,1.66,3515
"Chile","CHL","Americas",2021-03-20,8486288,5608064,2878224,34174,267955,44.39,29.34,15.06,14017
"Colombia","COL","Americas",2021-03-20,1182098,1127570,54528,50099,57114,2.32,2.22,0.11,1122
"Czechia","CZE","Europe",2021-03-20,1346843,987117,359726,16834,37027,12.58,9.22,3.36,3458
"Denmark","DNK","Europe",2021-03-20,943389,631572,311817,7821,15601,16.29,10.9,5.38,2693
"Estonia","EST","Europe",2021-03-20,220882,163936,56946,8621,5783,16.65,12.36,4.29,4359
"Finland","FIN","Europe",2021-03-20,812039,724524,87515,23503,19702,14.66,13.08,1.58,3556
"Germany","DEU","Europe",2021-03-20,10869815,7519256,3350559,218349,207802,12.97,8.97,4,2480
"Gibraltar","GIB","Europe",2021-03-20,52331,30038,22293,1168,885,155.33,89.16,66.17,26268
"Greece","GRC","Europe",2021-03-20,1436491,977045,459446,29427,21860,13.78,9.37,4.41,2097
"Hong Kong","HKG","Asia",2021-03-20,330593,330586,7,26365,21929,4.41,4.41,0,2925
"Hungary","HUN","Europe",2021-03-20,2038133,1563242,474891,52140,46595,21.1,16.18,4.92,4823
"India","IND","Asia",2021-03-20,44603841,37125187,7478654,2540449,2123633,3.23,2.69,0.54,1539
"Indonesia","IDN","Asia",2021-03-20,7835357,5533379,2301978,489209,342132,2.86,2.02,0.84,1251
"Ireland","IRL","Europe",2021-03-20,675946,492106,183840,7417,8573,13.69,9.97,3.72,1736
"Israel","ISR","Asia",2021-03-20,9695704,5165901,4529803,20333,69651,112.02,59.68,52.33,8047
"Italy","ITA","Europe",2021-03-20,7793335,5333258,2460077,173236,155517,12.89,8.82,4.07,2572
"Lebanon","LBN","Asia",2021-03-20,135349,92597,42752,72,5216,1.98,1.36,0.63,764
"Lithuania","LTU","Europe",2021-03-20,401695,276565,125130,734,6706,14.76,10.16,4.6,2463
"Malaysia","MYS","Asia",2021-03-20,413254,402650,10604,13729,17307,1.28,1.24,0.03,535
"Malta","MLT","Europe",2021-03-20,143169,99250,43919,2838,3299,32.42,22.48,9.95,7472
"Mexico","MEX","Americas",2021-03-20,5459014,4763347,695667,272263,177817,4.23,3.69,0.54,1379
"Montenegro","MNE","Europe",2021-03-20,7298,6837,461,449,531,1.16,1.09,0.07,845
"Morocco","MAR","Africa",2021-03-20,6687548,4264168,2423380,76387,143577,18.12,11.55,6.57,3890
"Norway","NOR","Europe",2021-03-20,771813,508084,263729,480,8872,14.24,9.37,4.86,1637
"Paraguay","PRY","Americas",2021-03-20,14708,13333,1375,1,686,0.21,0.19,0.02,96
"Peru","PER","Americas",2021-03-20,799787,533158,266629,23224,32808,2.43,1.62,0.81,995
"Poland","POL","Europe",2021-03-20,5014167,3233998,1780169,30673,70947,13.25,8.55,4.7,1875
"Portugal","PRT","Europe",2021-03-20,1360399,914423,445976,44857,26425,13.34,8.97,4.37,2592
"Romania","ROU","Europe",2021-03-20,2477095,1704448,772647,50904,51319,12.88,8.86,4.02,2668
"Russia","RUS","Europe",2021-03-20,8306498,5595893,2710605,120554,95303,5.69,3.83,1.86,653
"Serbia","SRB","Europe",2021-03-20,2163593,1305132,858461,1998,29504,31.8,19.18,12.62,4336
"Slovakia","SVK","Europe",2021-03-20,781100,542346,238754,20176,18718,14.31,9.93,4.37,3428
"Slovenia","SVN","Europe",2021-03-20,292405,187725,104680,4233,4366,14.07,9.03,5.04,2100
"South Korea","KOR","Asia",2021-03-20,676900,676587,313,1474,12717,1.32,1.32,0,248
"Switzerland","CHE","Europe",2021-03-20,1211609,764274,447335,1295,20475,14,8.83,5.17,2366
"Turkey","TUR","Asia",2021-03-20,13029754,8016078,5013676,185177,300924,15.45,9.5,5.94,3568
"Ukraine","UKR","Europe",2021-03-20,108310,108309,1,3968,8168,0.25,0.25,0,187
"United Kingdom","GBR","Europe",2021-03-20,29859742,27630970,2228772,844285,582660,43.99,40.7,3.28,8583
"United States","USA","Americas",2021-03-20,121441497,79367225,43036818,3127679,2248285,36.31,23.73,12.87,6723
"Argentina","ARG","Americas",2021-03-19,2939364,2382859,556505,134211,120166,6.5,5.27,1.23,2659
"Austria","AUT","Europe",2021-03-19,1271803,952864,318939,53044,35752,14.12,10.58,3.54,3970
"Bahrain","BHR","Asia",2021-03-19,626751,396356,230395,12805,14915,36.83,23.29,13.54,8765
"Belgium","BEL","Europe",2021-03-19,1467766,1011699,456067,65618,38781,12.66,8.73,3.94,3346
"Bolivia","BOL","Americas",2021-03-19,164984,148045,16939,9039,3976,1.41,1.27,0.15,341
"Brazil","BRA","Americas",2021-03-19,13335728,9970231,3365497,322397,312314,6.27,4.69,1.58,1469
"Bulgaria","BGR","Europe",2021-03-19,362721,293176,69545,6669,3723,5.22,4.22,1,536
"Cambodia","KHM","Asia",2021-03-19,441640,317247,124393,21997,19067,2.64,1.9,0.74,1140
"Canada","CAN","Americas",2021-03-19,3729312,3107711,621601,162984,128450,9.88,8.23,1.65,3403
"Cayman Islands","CYM","Americas",2021-03-19,39145,26321,12824,841,1024,59.56,40.05,19.51,15581
"Chile","CHL","Americas",2021-03-19,8452114,5584900,2867214,294351,270269,44.21,29.22,15,14138
"Colombia","COL","Americas",2021-03-19,1131999,1077837,54162,55503,62644,2.22,2.12,0.11,1231
"Czechia","CZE","Europe",2021-03-19,1330009,972279,357730,47225,37217,12.42,9.08,3.34,3475
"Denmark","DNK","Europe",2021-03-19,935568,628628,306940,19669,15986,16.15,10.85,5.3,2760
"Estonia","EST","Europe",2021-03-19,212261,157489,54772,7430,5888,16,11.87,4.13,4439
"Finland","FIN","Europe",2021-03-19,788536,701203,87333,29756,19607,14.23,12.66,1.58,3539
"Germany","DEU","Europe",2021-03-19,10651466,7354751,3296715,240765,211705,12.71,8.78,3.93,2527
"Gibraltar","GIB","Europe",2021-03-19,51163,29913,21250,1182,811,151.86,88.79,63.07,24072
"Greece","GRC","Europe",2021-03-19,1407064,956745,450319,31236,21854,13.5,9.18,4.32,2097
"Hong Kong","HKG","Asia",2021-03-19,304228,304221,7,27606,20288,4.06,4.06,0,2706
"Hungary","HUN","Europe",2021-03-19,1985993,1520350,465643,63988,45034,20.56,15.74,4.82,4662
"Iceland","ISL","Europe",2021-03-19,52604,37865,14739,1321,820,15.42,11.1,4.32,2403
"India","IND","Asia",2021-03-19,42063392,34842030,7221362,2723575,1977848,3.05,2.52,0.52,1433
"Indonesia","IDN","Asia",2021-03-19,7346148,5124948,2221200,558865,319659,2.69,1.87,0.81,1169
"Ireland","IRL","Europe",2021-03-19,668529,487466,181063,14278,8804,13.54,9.87,3.67,1783
"Israel","ISR","Asia",2021-03-19,9675371,5160766,4514605,34595,71468,111.78,59.62,52.16,8257
"Italy","ITA","Europe",2021-03-19,7620099,5221790,2398309,173791,155797,12.6,8.64,3.97,2577
"Japan","JPN","Asia",2021-03-19,578835,553454,25381,70133,49756,0.46,0.44,0.02,393
"Latvia","LVA","Europe",2021-03-19,102586,83639,18947,700,859,5.44,4.43,1,455
"Lebanon","LBN","Asia",2021-03-19,135277,92573,42704,5790,5627,1.98,1.36,0.63,824
"Lithuania","LTU","Europe",2021-03-19,400961,276082,124879,9243,6851,14.73,10.14,4.59,2517
"Malaysia","MYS","Asia",2021-03-19,399525,395006,4519,14399,17668,1.23,1.22,0.01,546
"Malta","MLT","Europe",2021-03-19,140331,97064,43267,2067,3316,31.78,21.98,9.8,7510
"Montenegro","MNE","Europe",2021-03-19,6849,6517,332,764,496,1.09,1.04,0.05,790
"Norway","NOR","Europe",2021-03-19,771333,507626,263707,7723,8852,14.23,9.36,4.86,1633
"Paraguay","PRY","Americas",2021-03-19,14707,13332,1375,240,980,0.21,0.19,0.02,137
"Peru","PER","Americas",2021-03-19,776563,515867,260696,40179,34109,2.36,1.56,0.79,1034
"Poland","POL","Europe",2021-03-19,4983494,3213724,1769770,90174,70889,13.17,8.49,4.68,1873
"Portugal","PRT","Europe",2021-03-19,1315542,897541,418001,45273,24829,12.9,8.8,4.1,2435
"Romania","ROU","Europe",2021-03-19,2426191,1658270,767921,49861,51007,12.61,8.62,3.99,2651
"Russia","RUS","Europe",2021-03-19,8185944,5544777,2641167,276506,105383,5.61,3.8,1.81,722
"San Marino","SMR","Europe",2021-03-19,7923,7888,35,595,445,23.35,23.24,0.1,13112
"Serbia","SRB","Europe",2021-03-19,2161595,1303661,857934,49521,37751,31.77,19.16,12.61,5548
"Slovakia","SVK","Europe",2021-03-19,760924,523767,237157,18607,19228,13.94,9.59,4.34,3522
"Slovenia","SVN","Europe",2021-03-19,288172,183670,104502,7468,4950,13.86,8.83,5.03,2381
"South Africa","ZAF","Africa",2021-03-19,182983,182983,182983,5708,5395,0.31,0.31,0.31,91
"Switzerland","CHE","Europe",2021-03-19,1210314,763218,447096,15050,20566,13.98,8.82,5.17,2376
"Turkey","TUR","Asia",2021-03-19,12844577,8007734,4836843,413095,300329,15.23,9.49,5.73,3561
"United Kingdom","GBR","Europe",2021-03-19,29015457,26878662,2136795,740655,542657,42.74,39.59,3.15,7994
"United States","USA","Americas",2021-03-19,118313818,77230061,41934629,2583810,2455116,35.38,23.09,12.54,7341
"Argentina","ARG","Americas",2021-03-18,2805153,2289249,515904,137050,126583,6.21,5.07,1.14,2801
"Austria","AUT","Europe",2021-03-18,1218759,908186,310573,34338,36402,13.53,10.08,3.45,4042
"Bahrain","BHR","Asia",2021-03-18,613946,386426,227520,16500,13360,36.08,22.71,13.37,7852
"Belgium","BEL","Europe",2021-03-18,1402148,964551,437597,73538,35574,12.1,8.32,3.78,3069
"Bolivia","BOL","Americas",2021-03-18,155945,144816,11129,5352,3380,1.34,1.24,0.1,290
