"Updated.On","State","Total.Individuals.Vaccinated","Total.Sessions.Conducted","Total.Sites","First.Dose.Administered","Second.Dose.Administered","Male.Individuals.Vaccinated.","Female.Individuals.Vaccinated.","Transgender.Individuals.Vaccinated.","Total.Covaxin.Administered","Total.CoviShield.Administered","Total.Sputnik.V.Administered","AEFI","Total.Doses.Administered","Total.Individuals.Vaccinated_Dailycalc","Population"
2021-02-20,"Karnataka",546779,21643,5735,546779,117081,230000,316691,88,5873,540906,NA,NA,663860,11168,67562686
2021-02-20,"Kerala",406728,8533,1090,406728,38833,134630,272085,13,52144,354584,NA,NA,445561,6265,35699443
2021-02-20,"Ladakh",5783,139,42,5783,600,3008,2775,0,31,5752,NA,NA,6383,608,289023
2021-02-20,"Lakshadweep",1689,49,13,1689,81,1302,387,0,4,1685,NA,NA,1770,0,65840
2021-02-20,"Madhya Pradesh",631637,15420,2004,631637,3809,347712,283917,8,117418,514219,NA,NA,635446,14855,85358965
2021-02-20,"Maharashtra",868244,19394,1347,868244,45414,445173,422875,196,8295,859949,NA,NA,913658,42398,123144223
2021-02-20,"Manipur",37523,935,182,37523,1354,15907,21615,1,29,37494,NA,NA,38877,1421,3091545
2021-02-20,"Meghalaya",29428,1058,232,29428,1683,14109,15315,4,49,29379,NA,NA,31111,1999,3366710
2021-02-20,"Mizoram",14684,524,182,14684,2234,6476,8208,0,4,14680,NA,NA,16918,203,1239244
2021-02-20,"Nagaland",19801,571,185,19801,3438,14068,5732,1,4,19797,NA,NA,23239,820,2249695
2021-02-20,"Odisha",419252,6585,1329,419252,70541,187866,231339,47,33417,385835,NA,NA,489793,4550,46356334
2021-02-20,"Puducherry",8983,295,28,8983,807,4285,4696,2,0,8983,NA,NA,9790,719,1413542
2021-02-20,"Punjab",116708,5726,457,116708,12291,74066,42633,9,91,116617,NA,NA,128999,2749,30141373
2021-02-20,"Rajasthan",773238,15191,4307,773238,36825,471600,301575,63,165255,607983,NA,NA,810063,1017,81032689
2021-02-20,"Sikkim",12222,257,35,12222,699,5541,6681,0,128,12094,NA,NA,12921,926,690251
2021-02-20,"Tamil Nadu",255918,17628,1825,255918,13955,106312,149587,19,4417,251501,NA,NA,269873,9715,77841267
2021-02-20,"Telangana",277517,11979,2483,277517,79662,141746,135757,14,37473,240044,NA,NA,357179,1011,39362732
2021-02-20,"Tripura",80875,2324,300,80875,11414,47333,33542,0,30,80845,NA,NA,92289,1305,4169794
2021-02-20,"Uttar Pradesh",1136590,26253,6653,1136590,100271,619024,517486,80,185655,950935,NA,NA,1236861,1088,237882725
2021-02-20,"Uttarakhand",138252,3564,413,138252,8289,77286,60963,3,69,138183,NA,NA,146541,1695,11250858
2021-02-20,"West Bengal",620329,18026,1120,620329,44526,296740,323474,115,33376,586953,NA,NA,664855,23921,99609303
2021-02-19,"India",9523567,279055,44167,9523567,717941,4820055,4702310,1202,1003518,8520049,NA,NA,10241508,661076,1366400000
2021-02-19,"Andaman and Nicobar Islands",4246,101,14,4246,652,1805,2441,0,0,4246,NA,NA,4898,741,417036
2021-02-19,"Andhra Pradesh",403279,28331,3134,403279,73226,174122,229118,39,39850,363429,NA,NA,476505,43494,53903393
2021-02-19,"Arunachal Pradesh",19872,951,202,19872,4110,8535,11337,0,35,19837,NA,NA,23982,2483,1570458
2021-02-19,"Assam",146695,4254,850,146695,9857,43305,103359,31,10988,135707,NA,NA,156552,11367,35607039
2021-02-19,"Bihar",512327,12417,1330,512327,34676,208684,303343,300,25385,486942,NA,NA,547003,14999,124799926
2021-02-19,"Chandigarh",9554,397,21,9554,511,6495,3059,0,9,9545,NA,NA,10065,765,1158473
2021-02-19,"Chhattisgarh",331802,11530,1116,331802,16418,148155,183625,22,198,331604,NA,NA,348220,16770,29436231
2021-02-19,"Dadra and Nagar Haveli and Daman and Diu",6174,378,50,6174,330,3215,2959,0,0,6174,NA,NA,6504,605,NA
2021-02-19,"Delhi",270025,6057,318,270025,13604,189330,80618,77,43994,226031,NA,NA,283629,28929,18710922
2021-02-19,"Goa",15417,541,137,15417,585,7738,7679,0,1,15416,NA,NA,16002,1457,1586250
2021-02-19,"Gujarat",807835,22091,4267,807835,35981,454897,352890,48,218748,589087,NA,NA,843816,34726,63872399
2021-02-19,"Haryana",201383,6139,1501,201383,16787,116190,85189,4,24776,176607,NA,NA,218170,8145,28204692
2021-02-19,"Himachal Pradesh",92440,2682,717,92440,8208,41173,51266,1,34,92406,NA,NA,100648,8737,7451955
2021-02-19,"Jammu and Kashmir",176551,5676,558,176551,4941,135381,41144,26,727,175824,NA,NA,181492,13514,13606320
2021-02-19,"Jharkhand",251913,7346,523,251913,10774,124422,127488,3,11807,240106,NA,NA,262687,11552,38593948
2021-02-19,"Karnataka",535611,20768,5706,535611,101757,222648,312875,88,5833,529778,NA,NA,637368,63183,67562686
2021-02-19,"Kerala",400463,8370,1080,400463,32101,131165,269285,13,47318,353145,NA,NA,432564,22482,35699443
2021-02-19,"Ladakh",5175,130,39,5175,356,2544,2631,0,23,5152,NA,NA,5531,891,289023
2021-02-19,"Lakshadweep",1689,49,13,1689,81,1302,387,0,4,1685,NA,NA,1770,66,65840
2021-02-19,"Madhya Pradesh",616782,15120,2000,616782,23,337605,279169,8,112750,504032,NA,NA,616805,18463,85358965
2021-02-19,"Maharashtra",825846,18682,1343,825846,27528,415984,409681,181,7694,818152,NA,NA,853374,38760,123144223
2021-02-19,"Manipur",36102,906,179,36102,1108,14822,21279,1,28,36074,NA,NA,37210,2800,3091545
2021-02-19,"Meghalaya",27429,1012,227,27429,1599,12508,14917,4,9,27420,NA,NA,29028,3434,3366710
2021-02-19,"Mizoram",14481,504,172,14481,2191,6282,8199,0,4,14477,NA,NA,16672,1567,1239244
2021-02-19,"Nagaland",18981,551,184,18981,2949,13481,5499,1,4,18977,NA,NA,21930,3205,2249695
2021-02-19,"Odisha",414702,6421,1326,414702,47874,184788,229867,47,32942,381760,NA,NA,462576,40794,46356334
2021-02-19,"Puducherry",8264,291,28,8264,599,4009,4253,2,0,8264,NA,NA,8863,1241,1413542
2021-02-19,"Punjab",113959,5639,457,113959,8567,71851,42099,9,87,113872,NA,NA,122526,11184,30141373
2021-02-19,"Rajasthan",772221,15124,4307,772221,18015,471062,301096,63,165082,607139,NA,NA,790236,54695,81032689
2021-02-19,"Sikkim",11296,253,35,11296,697,4829,6467,0,124,11172,NA,NA,11993,1315,690251
2021-02-19,"Tamil Nadu",246203,17079,1759,246203,10185,101610,144574,19,4198,242005,NA,NA,256388,17815,77841267
2021-02-19,"Telangana",276506,11740,2479,276506,78781,141212,135280,14,36962,239544,NA,NA,355287,16020,39362732
2021-02-19,"Tripura",79570,2280,300,79570,10994,46183,33387,0,30,79540,NA,NA,90564,6671,4169794
2021-02-19,"Uttar Pradesh",1135502,24369,6287,1135502,98768,618382,517041,79,185602,949900,NA,NA,1234270,100562,237882725
2021-02-19,"Uttarakhand",136557,3487,412,136557,7388,75930,60624,3,61,136496,NA,NA,143945,5888,11250858
2021-02-19,"West Bengal",596408,17274,1089,596408,35680,278191,318098,119,28205,568203,NA,NA,632088,51741,99609303
2021-02-18,"India",8862491,268275,43734,8862491,475776,4509554,4351815,1122,962251,7900240,NA,NA,9338267,157793,1366400000
2021-02-18,"Andaman and Nicobar Islands",3505,95,14,3505,341,1455,2050,0,0,3505,NA,NA,3846,-55,417036
2021-02-18,"Andhra Pradesh",359785,27439,3102,359785,54253,160812,198938,35,38015,321770,NA,NA,414038,-5059,53903393
2021-02-18,"Arunachal Pradesh",17389,930,201,17389,3032,7186,10203,0,34,17355,NA,NA,20421,1837,1570458
2021-02-18,"Assam",135328,4055,841,135328,7622,36452,98845,31,10319,125009,NA,NA,142950,6387,35607039
2021-02-18,"Bihar",497328,12058,1328,497328,32563,198999,298029,300,24070,473258,NA,NA,529891,15976,124799926
2021-02-18,"Chandigarh",8789,372,21,8789,398,5989,2800,0,8,8781,NA,NA,9187,425,1158473
2021-02-18,"Chhattisgarh",315032,10912,1112,315032,14596,137442,177568,22,151,314881,NA,NA,329628,12280,29436231
2021-02-18,"Dadra and Nagar Haveli and Daman and Diu",5569,356,50,5569,207,2865,2704,0,0,5569,NA,NA,5776,274,NA
2021-02-18,"Delhi",241096,5643,314,241096,11747,168106,72928,62,38030,203066,NA,NA,252843,17585,18710922
2021-02-18,"Goa",13960,507,136,13960,343,7042,6918,0,1,13959,NA,NA,14303,-740,1586250
2021-02-18,"Gujarat",773109,21378,4239,773109,26414,440215,332846,48,218356,554753,NA,NA,799523,-16613,63872399
2021-02-18,"Haryana",193238,5895,1499,193238,12794,112018,81216,4,23808,169430,NA,NA,206032,3733,28204692
2021-02-18,"Himachal Pradesh",83703,2581,707,83703,4917,38026,45676,1,34,83669,NA,NA,88620,-2716,7451955
2021-02-18,"Jammu and Kashmir",163037,5380,557,163037,3392,124729,38290,18,634,162403,NA,NA,166429,14159,13606320
2021-02-18,"Jharkhand",240361,6994,519,240361,8686,117479,122879,3,9959,230402,NA,NA,249047,7043,38593948
2021-02-18,"Karnataka",472428,19974,5673,472428,65249,203839,268504,85,5433,466995,NA,NA,537677,-32877,67562686
2021-02-18,"Kerala",377981,8065,1067,377981,23336,123526,254442,13,42079,335902,NA,NA,401317,605,35699443
2021-02-18,"Ladakh",4284,118,39,4284,288,1988,2296,0,23,4261,NA,NA,4572,353,289023
2021-02-18,"Lakshadweep",1623,49,13,1623,51,1264,359,0,0,1623,NA,NA,1674,29,65840
2021-02-18,"Madhya Pradesh",598319,14604,1993,598319,9,324756,273555,8,107696,490623,NA,NA,598328,10667,85358965
2021-02-18,"Maharashtra",787086,17972,1331,787086,23820,395447,391467,172,7323,779763,NA,NA,810906,34998,123144223
2021-02-18,"Manipur",33302,834,177,33302,801,13252,20049,1,19,33283,NA,NA,34103,2314,3091545
2021-02-18,"Meghalaya",23995,904,220,23995,1236,10578,13413,4,6,23989,NA,NA,25231,2842,3366710
2021-02-18,"Mizoram",12914,484,160,12914,1391,5305,7609,0,4,12910,NA,NA,14305,740,1239244
2021-02-18,"Nagaland",15776,521,181,15776,2245,11380,4396,0,2,15774,NA,NA,18021,1298,2249695
2021-02-18,"Odisha",373908,6103,1315,373908,34080,172003,201859,46,30707,343201,NA,NA,407988,-6961,46356334
2021-02-18,"Puducherry",7023,283,28,7023,410,3458,3563,2,0,7023,NA,NA,7433,308,1413542
2021-02-18,"Punjab",102775,5406,455,102775,4974,64876,37890,9,85,102690,NA,NA,107749,-826,30141373
2021-02-18,"Rajasthan",717526,14748,4306,717526,14879,436418,281050,58,158765,558761,NA,NA,732405,-15395,81032689
2021-02-18,"Sikkim",9981,250,35,9981,358,4019,5962,0,109,9872,NA,NA,10339,518,690251
2021-02-18,"Tamil Nadu",228388,16283,1718,228388,6024,93924,134445,19,3805,224583,NA,NA,234412,4230,77841267
2021-02-18,"Telangana",260486,11506,2475,260486,64934,137878,122596,12,36703,223783,NA,NA,325420,9837,39362732
2021-02-18,"Tripura",72899,2200,300,72899,6761,43387,29512,0,28,72871,NA,NA,79660,3201,4169794
2021-02-18,"Uttar Pradesh",1034940,23385,6139,1034940,19927,579229,455637,74,182368,852572,NA,NA,1054867,78666,237882725
2021-02-18,"Uttarakhand",130669,3338,412,130669,5039,72454,58212,3,60,130609,NA,NA,135708,2795,11250858
2021-02-18,"West Bengal",544667,16542,1050,544667,18623,251544,293031,92,23610,521057,NA,NA,563290,5915,99609303
2021-02-17,"India",8704698,256706,43310,8704698,318541,4271486,4432078,1134,894555,7810143,NA,NA,9023239,367098,1366400000
2021-02-17,"Andaman and Nicobar Islands",3560,86,14,3560,104,1343,2217,0,0,3560,NA,NA,3664,197,417036
2021-02-17,"Andhra Pradesh",364844,26455,3046,364844,38007,160016,204789,39,37477,327367,NA,NA,402851,20698,53903393
2021-02-17,"Arunachal Pradesh",15552,857,199,15552,1584,5819,9733,0,30,15522,NA,NA,17136,6,1570458
2021-02-17,"Assam",128941,3818,818,128941,5384,32325,96585,31,9770,119171,NA,NA,134325,1164,35607039
2021-02-17,"Bihar",481352,11664,1300,481352,15155,190652,290400,300,22634,458718,NA,NA,496507,9137,124799926
2021-02-17,"Chandigarh",8364,351,21,8364,197,5636,2728,0,6,8358,NA,NA,8561,528,1158473
2021-02-17,"Chhattisgarh",302752,10310,1106,302752,9976,126795,175937,20,119,302633,NA,NA,312728,15332,29436231
2021-02-17,"Dadra and Nagar Haveli and Daman and Diu",5295,334,50,5295,188,2615,2680,0,0,5295,NA,NA,5483,705,NA
2021-02-17,"Delhi",223511,5293,313,223511,8033,153075,70390,46,32389,191122,NA,NA,231544,16064,18710922
2021-02-17,"Goa",14700,481,136,14700,340,7305,7395,0,1,14699,NA,NA,15040,577,1586250
2021-02-17,"Gujarat",789722,20766,4213,789722,16703,445130,344545,47,217132,572590,NA,NA,806425,5112,63872399
2021-02-17,"Haryana",189505,5635,1495,189505,6058,109020,80481,4,23088,166417,NA,NA,195563,2966,28204692
2021-02-17,"Himachal Pradesh",86419,2444,704,86419,4197,36754,49664,1,33,86386,NA,NA,90616,4508,7451955
2021-02-17,"Jammu and Kashmir",148878,5039,552,148878,2267,111815,37051,12,512,148366,NA,NA,151145,874,13606320
2021-02-17,"Jharkhand",233318,6670,517,233318,7692,111961,121356,1,7854,225464,NA,NA,241010,10335,38593948
2021-02-17,"Karnataka",505305,18868,5644,505305,54739,205586,299633,86,5607,499698,NA,NA,560044,32213,67562686
2021-02-17,"Kerala",377376,7778,1067,377376,15388,120403,256961,12,36217,341159,NA,NA,392764,6895,35699443
2021-02-17,"Ladakh",3931,104,39,3931,231,1685,2246,0,23,3908,NA,NA,4162,498,289023
2021-02-17,"Lakshadweep",1594,41,13,1594,19,1245,349,0,0,1594,NA,NA,1613,0,65840
2021-02-17,"Madhya Pradesh",587652,13944,1982,587652,6,314782,272862,8,102594,485058,NA,NA,587658,20066,85358965
2021-02-17,"Maharashtra",752088,17230,1320,752088,16607,367162,384760,166,6713,745375,NA,NA,768695,41045,123144223
2021-02-17,"Manipur",30988,759,176,30988,673,12133,18854,1,9,30979,NA,NA,31661,3897,3091545
2021-02-17,"Meghalaya",21153,784,213,21153,811,8535,12614,4,5,21148,NA,NA,21964,3674,3366710
2021-02-17,"Mizoram",12174,450,157,12174,581,4658,7516,0,2,12172,NA,NA,12755,999,1239244
2021-02-17,"Nagaland",14478,482,176,14478,1419,10086,4391,1,2,14476,NA,NA,15897,1642,2249695
2021-02-17,"Odisha",380869,5863,1305,380869,11636,169717,211108,44,31367,349502,NA,NA,392505,7702,46356334
2021-02-17,"Puducherry",6715,266,24,6715,357,3329,3384,2,0,6715,NA,NA,7072,518,1413542
2021-02-17,"Punjab",103601,5115,454,103601,2678,64234,39358,9,80,103521,NA,NA,106279,3331,30141373
2021-02-17,"Rajasthan",732921,14076,4248,732921,14561,443457,289405,59,157772,575149,NA,NA,747482,120306,81032689
2021-02-17,"Sikkim",9463,229,35,9463,251,3479,5984,0,6,9457,NA,NA,9714,614,690251
2021-02-17,"Tamil Nadu",224158,15444,1705,224158,3579,91552,132587,19,3812,220346,NA,NA,227737,10335,77841267
2021-02-17,"Telangana",250649,11060,2474,250649,41264,137965,112672,12,36593,214056,NA,NA,291913,508,39362732
2021-02-17,"Tripura",69698,2084,300,69698,2376,39962,29736,0,20,69678,NA,NA,72074,2527,4169794
2021-02-17,"Uttar Pradesh",956274,22689,6029,956274,19814,463088,493107,79,143589,812685,NA,NA,976088,181,237882725
2021-02-17,"Uttarakhand",127874,3191,411,127874,3351,69484,58387,3,43,127831,NA,NA,131225,4712,11250858
2021-02-17,"West Bengal",538752,15946,1048,538752,12285,238483,300141,128,19050,519702,NA,NA,551037,17215,99609303
2021-02-16,"India",8337600,245131,42859,8337600,239626,4044967,4291548,1085,841412,7496188,NA,NA,8577226,226438,1366400000
2021-02-16,"Andaman and Nicobar Islands",3363,81,14,3363,104,1176,2187,0,0,3363,NA,NA,3467,0,417036
2021-02-16,"Andhra Pradesh",344146,25140,3012,344146,26734,153041,191072,33,36414,307732,NA,NA,370880,15105,53903393
2021-02-16,"Arunachal Pradesh",15546,788,199,15546,1584,5813,9733,0,30,15516,NA,NA,17130,112,1570458
2021-02-16,"Assam",127777,3587,797,127777,5169,31885,95861,31,9691,118086,NA,NA,132946,3013,35607039
2021-02-16,"Bihar",472215,11203,1292,472215,13518,184173,287742,300,21262,450953,NA,NA,485733,1666,124799926
2021-02-16,"Chandigarh",7836,327,21,7836,182,5194,2642,0,3,7833,NA,NA,8018,622,1158473
2021-02-16,"Chhattisgarh",287420,9620,1096,287420,6821,115803,171597,20,107,287313,NA,NA,294241,15588,29436231
2021-02-16,"Dadra and Nagar Haveli and Daman and Diu",4590,303,49,4590,164,2161,2429,0,0,4590,NA,NA,4754,243,NA
2021-02-16,"Delhi",207447,4905,311,207447,6826,140385,67026,36,28598,178849,NA,NA,214273,14556,18710922
2021-02-16,"Goa",14123,443,134,14123,340,6820,7303,0,1,14122,NA,NA,14463,181,1586250
2021-02-16,"Gujarat",784610,20206,4182,784610,14686,442452,342111,47,216205,568405,NA,NA,799296,9859,63872399
2021-02-16,"Haryana",186539,5383,1484,186539,3658,107239,79296,4,22754,163785,NA,NA,190197,961,28204692
2021-02-16,"Himachal Pradesh",81911,2292,687,81911,2807,33749,48161,1,33,81878,NA,NA,84718,2827,7451955
2021-02-16,"Jammu and Kashmir",148004,4717,542,148004,2267,111111,36881,12,480,147524,NA,NA,150271,13635,13606320
2021-02-16,"Jharkhand",222983,6330,515,222983,5575,105867,117115,1,6506,216477,NA,NA,228558,7252,38593948
2021-02-16,"Karnataka",473092,18099,5614,473092,28526,197243,275768,81,5293,467799,NA,NA,501618,21555,67562686
2021-02-16,"Kerala",370481,7495,1065,370481,12148,117056,253413,12,33717,336764,NA,NA,382629,16541,35699443
2021-02-16,"Ladakh",3433,91,39,3433,169,1245,2188,0,23,3410,NA,NA,3602,546,289023
2021-02-16,"Lakshadweep",1594,39,13,1594,19,1245,349,0,0,1594,NA,NA,1613,19,65840
2021-02-16,"Madhya Pradesh",567586,13481,1981,567586,5,297914,269664,8,95034,472552,NA,NA,567591,1634,85358965
2021-02-16,"Maharashtra",711043,16315,1286,711043,8901,341277,369626,140,6176,704867,NA,NA,719944,28433,123144223
2021-02-16,"Manipur",27091,682,173,27091,415,10626,16464,1,8,27083,NA,NA,27506,2947,3091545
2021-02-16,"Meghalaya",17479,689,204,17479,490,6797,10678,4,5,17474,NA,NA,17969,2460,3366710
2021-02-16,"Mizoram",11175,412,155,11175,227,4001,7174,0,2,11173,NA,NA,11402,8,1239244
2021-02-16,"Nagaland",12836,457,173,12836,1019,8875,3960,1,2,12834,NA,NA,13855,1772,2249695
2021-02-16,"Odisha",373167,5531,1286,373167,7035,165357,207766,44,30088,343079,NA,NA,380202,2505,46356334
2021-02-16,"Puducherry",6197,253,24,6197,305,3077,3118,2,0,6197,NA,NA,6502,413,1413542
2021-02-16,"Punjab",100270,4855,453,100270,1988,61730,38531,9,76,100194,NA,NA,102258,4117,30141373
2021-02-16,"Rajasthan",612615,13994,4246,612615,13866,359118,253439,58,128885,483730,NA,NA,626481,9301,81032689
2021-02-16,"Sikkim",8849,206,35,8849,157,3032,5817,0,6,8843,NA,NA,9006,597,690251
2021-02-16,"Tamil Nadu",213823,14633,1680,213823,2141,86510,127295,18,3673,210150,NA,NA,215964,9902,77841267
2021-02-16,"Telangana",250141,10625,2474,250141,40856,137842,112287,12,36507,213634,NA,NA,290997,30298,39362732
2021-02-16,"Tripura",67171,1958,299,67171,1510,38187,28984,0,17,67154,NA,NA,68681,184,4169794
2021-02-16,"Uttar Pradesh",956093,21314,5864,956093,19814,462920,493094,79,143529,812564,NA,NA,975907,670,237882725
2021-02-16,"Uttarakhand",123162,3079,410,123162,3042,65686,57473,3,43,123119,NA,NA,126204,5052,11250858
2021-02-16,"West Bengal",521537,15509,1045,521537,6538,228169,293240,128,16238,505299,NA,NA,528075,1859,99609303
2021-02-15,"India",8111162,233527,42016,8111162,142489,3925723,4184377,1062,825093,7286069,NA,NA,8253651,400795,1366400000
2021-02-15,"Andaman and Nicobar Islands",3363,78,14,3363,104,1176,2187,0,0,3363,NA,NA,3467,323,417036
2021-02-15,"Andhra Pradesh",329041,23889,2995,329041,16789,148538,180470,33,35388,293653,NA,NA,345830,15532,53903393
2021-02-15,"Arunachal Pradesh",15434,742,199,15434,1584,5721,9713,0,28,15406,NA,NA,17018,2160,1570458
2021-02-15,"Assam",124764,3497,797,124764,3660,30822,93911,31,9542,115222,NA,NA,128424,2603,35607039
2021-02-15,"Bihar",470549,10950,1283,470549,13264,182836,287413,300,20887,449662,NA,NA,483813,17613,124799926
2021-02-15,"Chandigarh",7214,310,21,7214,118,4703,2511,0,2,7212,NA,NA,7332,502,1158473
2021-02-15,"Chhattisgarh",271832,8985,1064,271832,5266,104665,167148,19,106,271726,NA,NA,277098,22523,29436231
2021-02-15,"Dadra and Nagar Haveli and Daman and Diu",4347,269,49,4347,78,2042,2305,0,0,4347,NA,NA,4425,287,NA
2021-02-15,"Delhi",192891,4496,304,192891,4140,128980,63887,24,25669,167222,NA,NA,197031,14715,18710922
2021-02-15,"Goa",13942,419,133,13942,337,6664,7278,0,1,13941,NA,NA,14279,665,1586250
2021-02-15,"Gujarat",774751,19750,4153,774751,8542,437222,337482,47,215562,559189,NA,NA,783293,13202,63872399
2021-02-15,"Haryana",185578,5299,1480,185578,2904,106569,79005,4,22657,162921,NA,NA,188482,7504,28204692
2021-02-15,"Himachal Pradesh",79084,2179,664,79084,1868,31950,47133,1,33,79051,NA,NA,80952,2341,7451955
2021-02-15,"Jammu and Kashmir",134369,4607,529,134369,1663,99398,34959,12,479,133890,NA,NA,136032,16076,13606320
2021-02-15,"Jharkhand",215731,6004,509,215731,4142,101534,114197,0,5480,210251,NA,NA,219873,12504,38593948
2021-02-15,"Karnataka",451537,17101,5594,451537,11301,190356,261104,77,5059,446478,NA,NA,462838,15717,67562686
2021-02-15,"Kerala",353940,7275,1065,353940,3323,109097,244832,11,28363,325577,NA,NA,357263,13533,35699443
2021-02-15,"Ladakh",2887,84,39,2887,127,820,2067,0,23,2864,NA,NA,3014,56,289023
2021-02-15,"Lakshadweep",1575,37,13,1575,0,1239,336,0,0,1575,NA,NA,1575,0,65840
2021-02-15,"Madhya Pradesh",565952,12994,1968,565952,5,296596,269348,8,94273,471679,NA,NA,565957,17486,85358965
2021-02-15,"Maharashtra",682610,15389,1270,682610,4527,322414,360058,138,5771,676839,NA,NA,687137,29475,123144223
2021-02-15,"Manipur",24144,593,161,24144,284,9269,14874,1,4,24140,NA,NA,24428,2860,3091545
2021-02-15,"Meghalaya",15019,576,194,15019,251,5538,9477,4,5,15014,NA,NA,15270,2113,3366710
2021-02-15,"Mizoram",11167,383,148,11167,227,3993,7174,0,2,11165,NA,NA,11394,802,1239244
2021-02-15,"Nagaland",11064,411,169,11064,310,7740,3323,1,2,11062,NA,NA,11374,1889,2249695
2021-02-15,"Odisha",370662,5442,1284,370662,6416,163428,207190,44,29113,341549,NA,NA,377078,9986,46356334
